key,text
views.overlays.settings_overlay_view.language,语言
views.overlays.settings_overlay_view.choose_the_language_used_by_the_nexus_shell,选择界面语言。
views.overlays.settings_overlay_view.select_language,选择语言
help.title,NEXUS 帮助
help.subtitle,面向模型、节点和参考资源的实用现场笔记。
help.section.practical.title,实用指南
help.section.practical.description,常见模型和资源任务的分步说明。
help.item.huggingface.title,Hugging Face
help.item.huggingface.hint,搜索模型 ➔ 下载 ➔ 直接使用
help.item.civitai.title,Civitai
help.item.civitai.hint,搜索模型 ➔ 下载 ➔ 直接使用
help.section.field.title,实战笔记
help.section.field.description,简短整理你会反复查阅的概念。
help.item.gpu_hardware_guide.title,GPU 硬件指南
help.item.gpu_hardware_guide.hint,说明为什么 NVIDIA 显卡更有优势，以及 VRAM 容量为什么重要。
help.item.how_images_are_born.title,图像生成原理
help.item.how_images_are_born.hint,如果结果看起来不自然，请先检查模型、seed、CFG、sampler 和图像尺寸。
help.item.how_nexus_work.title,Nexus 运行环境
help.item.how_nexus_work.hint,Nexus 负责管理环境；工作流控制权仍然属于 ComfyUI。
help.item.adding_a_model.title,添加模型
help.item.adding_a_model.hint,文件夹示例：checkpoints、loras、vae、controlnet、ipadapter。
help.item.face_sync_identity.title,人脸同步 / 身份一致性
help.item.face_sync_identity.hint,如果身份偏移：降低 denoise、改善裁剪质量，并调整模型权重。
help.item.practical_workflow_checklist.title,工作流检查清单
help.item.practical_workflow_checklist.hint,建议记录文件夹映射、常用模型组合和高频错误解决方法。
views.rail.rail_view.transition_loading_title,准备中
views.rail.rail_view.transition_loading_description,正在稳定当前面板...
views.overlays.media_viewer.delete_tooltip,删除当前媒体文件
views.overlays.media_viewer.close_tooltip,关闭媒体查看器
views.overlays.media_viewer.zoom,缩放
views.overlays.media_viewer.pan_while_zoomed,缩放时拖动
views.overlays.media_viewer.left_right_keys,← / →
views.overlays.media_viewer.arrow_keys,← ↑ ↓ →
views.overlays.media_viewer.space_enter_keys,SPACE / ENTER
views.overlays.media_viewer.space_key,SPACE
views.overlays.media_viewer.click_key,CLICK
views.overlays.media_viewer.esc_key,ESC
views.overlays.media_viewer.drag_key,DRAG
views.overlays.media_viewer.previous_next,上一张 / 下一张
views.overlays.media_viewer.move_image,移动图像
views.overlays.media_viewer.pan_freely,自由拖动
views.overlays.media_viewer.play_pause,播放 / 暂停
views.overlays.media_viewer.zoom_in,放大
views.overlays.media_viewer.zoom_out,缩小
views.overlays.media_viewer.confirm_shortcut_hint,Enter 确认 · Esc 取消
views.overlays.media_viewer.delete_media_title,删除媒体
views.overlays.media_viewer.delete_media_message,删除 {0}？
views.rail.tools.assets.file_operations.batch_rename_title,批量重命名
views.rail.tools.assets.file_operations.batch_rename_message,输入所选项目的基础名称。
views.rail.tools.assets.file_operations.batch_rename_empty_message,请输入基础名称。
views.rail.tools.assets.file_operations.rename_message,请输入新名称。
views.rail.tools.assets.file_operations.rename_file_message,请输入新名称。扩展名 '{0}' 将保留。
views.rail.tools.assets.file_operations.paste_conflict_title,名称冲突
views.rail.tools.assets.file_operations.paste_conflict_message,目标位置已存在同名项目。\n冲突的文件会自动重命名后粘贴。
context_menu.reveal_in_explorer,在资源管理器中显示
context_menu.open_model_folder,打开模型文件夹
context_menu.open_model_root,打开模型根目录
context_menu.add_model_thumbnail,添加缩略图
context_menu.set_model_primary_thumbnail,设为主缩略图
context_menu.copy_path,复制路径
context_menu.insert_workflow_into_graph,插入到当前工作流
context_menu.add_workflow_bookmark,添加工作流书签
asset_bookmark.add_asset_bookmark,添加资源书签
context_menu.refresh_search,刷新搜索
model_thumbnail.pick_image_title,选择缩略图
model_thumbnail.pick_failed_title,图片选择失败
model_thumbnail.unsupported_title,不支持的图片
model_thumbnail.unsupported_message,"请选择 PNG、JPG、JPEG 或 WEBP 图片。"
model_thumbnail.model_not_found_title,找不到模型文件
model_thumbnail.model_not_found_message,Nexus 无法解析此项目对应的真实模型文件。
model_thumbnail.add_failed_title,添加缩略图失败
model_thumbnail.add_complete_title,缩略图已添加
model_thumbnail.add_complete_message,已添加缩略图：{0}
model_thumbnail.set_primary_title,设为主缩略图
model_thumbnail.set_primary_message,选择要作为此模型主缩略图的图片。
model_thumbnail.set_primary_action,设为主缩略图
model_thumbnail.primary_badge,主缩略图
model_thumbnail.page_indicator,第 {0} / {1} 页 · {2} 张图片
model_thumbnail.no_selection_message,请先选择一张缩略图。
model_thumbnail.image_missing_title,缩略图不存在
model_thumbnail.image_missing_message,所选缩略图已不存在。请选择其他图片后重试。
model_thumbnail.set_primary_failed_title,设置主缩略图失败
model_thumbnail.set_primary_failed_message,Nexus 无法将所选图片设为主缩略图。
model_thumbnail.set_primary_complete_title,主缩略图已更新
model_thumbnail.set_primary_complete_message,当前主缩略图：{0}
help.frequent_jumps.title,常用跳转
help.frequent_jumps.description,在构建或调试工作流时，快速跳转到重要位置。
help.frequent_jumps.badge,书签
help.concept.runtime.title,Nexus 运行环境
help.concept.runtime.body,ComfyUI 是引擎，Python 运行服务器/节点，Git 保持同步，WebView 托管画布。
help.concept.runtime.hint,Nexus 负责管理环境，而工作流的控制权仍在 ComfyUI 手中。
help.concept.image_birth.title,图像生成原理
help.concept.image_birth.body,提示词是引导，检查点是视觉大脑，采样器精炼噪声，VAE 将结果转为像素。
help.concept.image_birth.hint,如果结果不理想，请先检查模型选择、种子、CFG、采样器和步数。
help.concept.model_apply.title,添加模型
help.concept.model_apply.body,下载模型并放入对应文件夹，然后刷新或重启以便系统识别。
help.concept.model_apply.hint,常用文件夹：checkpoints
help.concept.face_identity.title,人脸同步 / 身份
help.concept.face_identity.body,利用参考图像，配合 FaceID 模型权重，并保持适度的去噪强度。
help.concept.face_identity.hint,身份偏移时：尝试降低去噪，提升裁剪质量，并检查模型权重。
help.concept.workflow.title,工作流检查清单
help.concept.workflow.body,从已知良好的工作流开始，一次只改动一项，并保存有用的版本。
help.concept.workflow.hint,建议：记录文件夹映射、常用模型组合及常见错误修复方法。
views.overlays.product_setup_view.vanguard,先锋
views.overlays.product_setup_view.architect,建筑师
views.overlays.product_setup_view.venv,VENV
views.overlays.settings_overlay_view.python_source,Python 源
views.overlays.settings_overlay_view.venv,VENV
views.overlays.settings_overlay_view.direct,直接
workflow.dialog.workflow_missing_title,工作流缺失
workflow.dialog.tracked_workflow_missing_message,正在跟踪的工作流文件已不存在。
workflow.dialog.rename_file_title,重命名工作流文件
workflow.dialog.rename_file_message,"重命名正在跟踪的工作流文件。
{0}"
workflow.dialog.invalid_name_title,名称无效
workflow.dialog.invalid_file_name_message,请输入有效的工作流文件名。
workflow.dialog.file_exists_title,文件已存在
workflow.dialog.file_exists_message,{0} 已存在。
workflow.dialog.workflow_path_not_found,未找到 {0}。
workflow.batch_operation.blocker_title,正在更新工作流
workflow.batch_operation.blocker_detail,正在处理 {0} 个项目。请稍候...
workflow.bookmark_hud.bookmarked,已收藏
workflow.bookmark_hud.available,可用
workflow.bookmark_hud.no_workflow_files,在配置的 ComfyUI workflows 文件夹中未找到工作流文件。
workflow.bookmark_hud.no_filter_matches,没有工作流匹配当前筛选条件。
workflow.bookmark_hud.count,{0} 已收藏 // {1} 已知
workflow.bookmark_hud.filtered_count,{0} 显示 // {1} 已收藏 // {2} 已知
workflow.bookmark_hud.pinned,已固定
workflow.bookmark_hud.known,已知
workflow.bookmark_hud.pin,固定
workflow.bookmark_hud.unpin,取消固定
views.rail.tools.assets.assets_browser_view.bookmarked_workflows,已收藏的工作流
views.rail.tools.assets.assets_browser_view.searching_current_location,正在搜索当前位置...
views.rail.tools.assets.assets_browser_view.search_failed,搜索失败
views.rail.tools.assets.assets_browser_view.search_failed_message,搜索失败：{0}
views.rail.tools.assets.assets_browser_view.search_results_count,当前位置有 {0} 个结果
views.rail.tools.assets.assets_browser_view.root_path_unavailable,根路径不可用。
views.rail.tools.assets.assets_browser_view.folder_empty,此文件夹为空。
views.rail.tools.assets.assets_browser_view.rail_error,侧栏错误：{0}
views.rail.tools.assets.file_operations.move_title,移动文件
views.rail.tools.assets.file_operations.move_button,移动
views.rail.tools.assets.file_operations.move_single_message,是否将“{0}”移动到“{1}”？
views.rail.tools.assets.file_operations.move_multiple_message,是否将 {0} 个项目移动到“{1}”？
views.rail.tools.assets.file_operations.move_multiple_file_message,是否将 {0} 个文件移动到“{1}”？\n\n{2}
views.rail.tools.assets.file_operations.move_more_items_message,...还有 {0} 个文件
views.rail.tools.assets.file_operations.new_folder_name,新建文件夹
views.rail.tools.assets.file_operations.add_folder_title,添加文件夹
views.rail.tools.assets.file_operations.add_folder_prompt_message,"文件夹将添加到以下位置：
{0}"
views.rail.tools.assets.file_operations.folder_name_placeholder,文件夹名称
views.rail.tools.assets.file_operations.folder_name_required,请输入文件夹名称。
views.rail.tools.assets.file_operations.folder_name_invalid,文件夹名称不能包含路径分隔符或无效文件名字符。
views.rail.tools.assets.file_operations.folder_exists_message,已存在名为“{0}”的文件夹或文件。
views.rail.tools.assets.file_operations.parent_folder_unavailable,无法解析父文件夹。
views.rail.tools.assets.file_operations.selected_item_missing,所选项目已不存在。
views.rail.tools.assets.file_operations.delete_message,是否删除“{0}”？
settings.model_libraries.title,模型库
settings.model_libraries.description,连接存储在 ComfyUI 外部的模型文件夹。\n每个模型库都会镜像当前的 ComfyUI 模型目录结构。
settings.model_libraries.add_library,添加模型库
settings.model_libraries.sync_structure,同步结构
settings.model_libraries.library,外部模型库 {0}
settings.model_libraries.not_connected,未连接
settings.model_libraries.unavailable,不可用：{0}
settings.model_libraries.open,打开
settings.model_libraries.connect,连接
settings.model_libraries.replace,替换
settings.model_libraries.remove,移除
settings.model_libraries.restart_hint,更改将在下次启动 ComfyUI 时生效。\n正在运行的服务器需要重启才能重新加载模型路径。
settings.model_libraries.folder_picker_title,选择模型库文件夹
settings.model_libraries.duplicate,此模型库已注册。
settings.model_libraries.settings_save_failed,由于无法保存 Nexus 设置，模型路径已恢复到先前状态。
settings.model_libraries.restart_reason,模型库
settings.model_libraries.syncing_title,正在同步模型库结构
settings.model_libraries.syncing_detail,正在读取当前的 ComfyUI 模型文件夹。\n正在更新外部模型库结构。
settings.model_libraries.sync_complete,模型库结构已同步。\n请重启 ComfyUI 以应用更新后的路径。
settings.model_libraries.sync_failed,模型库结构同步失败：{0}
settings.model_duplicates.title,模型重复扫描
settings.model_duplicates.description,在内部和外部模型库中查找内容相同的模型文件。\nNexus 只打开位置，是否删除由你决定。
settings.model_duplicates.scan,扫描重复项
settings.model_duplicates.open_report,打开报告
settings.model_duplicates.open_location_1,打开位置 1
settings.model_duplicates.open_location_2,打开位置 2
settings.model_duplicates.next,下一个重复项
settings.model_duplicates.ready,扫描模型库以查找完全相同的文件。
settings.model_duplicates.scanning_title,正在扫描模型重复项
settings.model_duplicates.scanning_detail,正在扫描重复模型文件...
settings.model_duplicates.progress_discovering,"正在收集模型文件：{0} 个，{1}"
settings.model_duplicates.progress_preparing,"正在准备精确比较：候选 {0} 个，{1}"
settings.model_duplicates.progress_hashing,"正在比较文件内容：{0}/{1} 个，{2}/{3}"
settings.model_duplicates.progress_report,正在写入重复扫描报告...
settings.model_duplicates.cancelled,模型重复扫描已取消。
settings.model_duplicates.scan_failed,模型重复扫描失败。\n{0}
settings.model_duplicates.none_found,"未找到重复模型。\n已扫描 {0} 个文件，{1}。"
settings.model_duplicates.found,"重复 {0}/{1}：{2}\n大小：{3} · {4} 个位置"
settings.model_duplicates.found_many,"重复 {0}/{1}：{2}\n大小：{3} · {4} 个位置 · 报告中还有 {5} 个"
setup.model_library.title,外部模型库
setup.model_library.description,可以将大型模型文件保存在 ComfyUI 外部。\n这样重装、备份和多个 ComfyUI 共享模型会更方便。
setup.model_library.not_connected,尚未连接外部模型库。\n这是可选设置，也可以稍后在设置中添加。
setup.model_library.connected_count,已连接 {0} 个外部模型库根目录。\n将在下次启动 ComfyUI 时生效。
setup.model_library.unchanged,所选模型库已连接。
setup.model_library.duplicate,此模型库已注册。
setup.model_library.folder_picker_title,选择模型库文件夹
setup.model_library.remove_failed,无法移除所选模型库。
model_libraries.service.duplicate_path,此模型库已注册：{0}
model_libraries.service.none_connected,尚未连接外部模型库。
model_libraries.service.unavailable,模型库不可用：{0}
model_libraries.service.yaml_missing,已配置外部模型库，但缺少 extra_model_paths.yaml。
model_libraries.service.connected_count,已连接 {0} 个外部模型库根目录。
model_libraries.service.out_of_sync,Nexus 模型库区段与设置不同步。
model_libraries.service.comfy_unavailable,ComfyUI 文件夹不可用。
model_libraries.service.removed,已移除外部模型库。
model_libraries.service.applied_count,已应用 {0} 个外部模型库根目录。
model_libraries.service.update_failed,无法更新 extra_model_paths.yaml：{0}
model_libraries.service.markers_invalid,Nexus 模型路径标记重复或格式错误。
model_libraries.service.top_level_mapping,extra_model_paths.yaml 必须包含顶层映射。
model_libraries.service.reserved_key,Nexus 管理区段外存在保留的顶层键：{0}
settings.runtime_backup.description,为内部 models 和 custom_nodes 文件夹创建便携式备份。\n开始前请选择保存位置和格式。
settings.runtime_backup.destination,备份保存位置
settings.runtime_backup.change,更改
settings.runtime_backup.open,打开
settings.runtime_backup.available_space,可用空间：{0}
settings.runtime_backup.space_unavailable,无法读取可用空间：{0}
settings.runtime_backup.format,格式
settings.runtime_backup.folder,文件夹
settings.runtime_backup.zip,ZIP
settings.runtime_backup.include,包含
settings.runtime_backup.models,模型
settings.runtime_backup.custom_nodes,自定义节点
settings.runtime_backup.ready_to_calculate,请选择要包含的文件夹。\nNexus 会在开始前计算所需磁盘空间。
settings.runtime_backup.external_libraries_excluded,外部模型库不包含在运行环境备份中。\n可打开下方路径查看单独存储的文件。
settings.runtime_backup.calculating,正在计算备份大小和磁盘可用空间...
settings.runtime_backup.insufficient_space,磁盘可用空间不足。\n需要：{0} · 可用：{1}
settings.runtime_backup.analysis_failed,无法开始备份。\n{0}
settings.runtime_backup.analysis_ready,"源数据：{1} 个文件，共 {0}\n需要：{2} · 可用：{3}"
settings.runtime_backup.confirm_title,开始运行环境备份？
settings.runtime_backup.confirm_message,"包含：{0}\n格式：{1}\n源数据大小：{2}\n所需空间：{3}\n可用空间：{4}\n\n保存位置：\n{5}\n\n不包含外部模型库。"
settings.runtime_backup.start,开始备份
settings.runtime_backup.browse_folder,浏览文件夹...
settings.runtime_backup.browse_zip,浏览 ZIP...
settings.runtime_backup.restore_title,恢复运行环境备份
settings.runtime_backup.select_backup_folder,选择 Nexus 运行环境备份文件夹
settings.runtime_backup.select_backup_zip,选择 Nexus 运行环境备份 ZIP
settings.runtime_backup.select_destination,选择运行环境备份保存位置
settings.runtime_backup.preference_save_failed,Nexus 无法保存备份位置或格式。\n将继续使用之前的设置。
settings.runtime_backup.destination_changed,备份保存位置已更新。\n备份前将重新计算空间。
settings.runtime_backup.format_changed,备份格式已更新。\n备份前将重新计算空间。
settings.runtime_backup.operation_failed,运行环境备份失败。\n{0}
settings.runtime_backup.backup_complete,运行环境备份已完成。\n{0}
settings.runtime_backup.restore_confirm_title,恢复运行环境备份？
settings.runtime_backup.restore_confirm_message,所选备份将复制到当前 ComfyUI 运行环境。\n恢复后请重启服务器以重新加载文件。
settings.runtime_backup.restore_complete,运行环境备份已恢复。\n请重启服务器以使用恢复的数据。
settings.runtime_backup.delete_title,删除运行环境备份
settings.runtime_backup.delete_confirm_title,删除运行环境备份？
settings.runtime_backup.delete_confirm_message,这将永久删除所选 Nexus 备份。\n\n{0}\n\n不会影响当前 ComfyUI 运行环境。
settings.runtime_backup.delete_complete,运行环境备份已删除。
settings.runtime_backup.status_complete,已完成
settings.runtime_backup.status_incomplete,未完成
settings.runtime_backup.ready_to_restore,已准备恢复所选备份。
settings.runtime_backup.none_selected,未选择运行环境备份。
settings.runtime_backup.ready_to_delete,已选择 {0} 作为删除目标。
settings.runtime_backup.open_failed,无法打开运行环境备份文件夹。
settings.runtime_backup.restore_analyzing_title,正在分析运行环境恢复
settings.runtime_backup.restore_analyzing_detail,正在比较备份与当前 ComfyUI 文件。\n内容相同的文件将被跳过。
settings.runtime_backup.restore_analysis_ready,"恢复预览已就绪：新增 {0} · 替换 {1} · 相同 {2} · 保留 {3}"
settings.runtime_backup.restore_analysis_message,"备份：\n{0}\n\n恢复位置：\n{1}\n\n新增：{2} · 替换：{3} · 相同：{4} · 保留：{5}\n复制大小：{6}\n所需空间：{7}\n可用空间：{8}\n\n仅存在于当前位置的文件会保留。路径相同但内容不同的文件会由备份副本替换。\n继续前请检查变更文件。\n\n预览：\n{9}\n\n路径映射：\n{10}"
settings.runtime_backup.open_change_list,打开变更列表
settings.runtime_backup.start_restore,开始恢复
settings.runtime_backup.open_report_failed,无法打开恢复变更报告。
settings.runtime_backup.restore_handler_missing,运行环境恢复处理程序不可用。
settings.runtime_backup.restore_merge_complete,运行环境合并恢复已完成。\n已新增或替换 {0} 个文件。
settings.runtime_backup.restore_merge_complete_restarting,运行环境合并恢复已完成。\n已新增或替换 {0} 个文件。\n服务器重启会在加载界面继续进行。
settings.runtime_backup.restore_merge_failed,运行环境合并恢复失败。\n{0}
settings.runtime_backup.blocker_title,正在恢复运行环境
settings.runtime_backup.blocker_preparing,正在为安全的合并恢复准备 ComfyUI...
settings.runtime_backup.blocker_stopping_server,正在安全停止 ComfyUI 服务器...
settings.runtime_backup.blocker_merging,正在合并已验证的备份文件...
settings.runtime_backup.blocker_complete,运行环境恢复已完成。
settings.runtime_backup.restore_no_changes_title,没有需要恢复的变更
settings.runtime_backup.restore_no_changes_message,备份与当前运行环境内容一致。\n已跳过 {0} 个相同文件，并保留 {1} 个仅存在于当前位置的文件。
settings.pip_cache.title,pip cache
settings.pip_cache.description,只控制 pip 下载/构建缓存。\n不会改变包的安装位置。
settings.pip_cache.pip_default_path,pip 自行选择缓存位置
settings.pip_cache.pip_default_detail,当前缓存：Python/venv 自带 pip 默认值。\nNexus 不设置 PIP_CACHE_DIR。
settings.pip_cache.default_detail,当前缓存：LocalRuntime 下的 Nexus 默认位置。\nNexus 会为托管的 pip 命令设置 PIP_CACHE_DIR。
settings.pip_cache.custom_detail,当前缓存：自定义位置。\nNexus 会为托管的 pip 命令设置 PIP_CACHE_DIR。
settings.pip_cache.use_pip_default,pip default
settings.pip_cache.use_default,Nexus default
settings.pip_cache.change,Custom
settings.pip_cache.clear,清除缓存
settings.pip_cache.select_folder,选择 pip cache 文件夹
settings.pip_cache.save_failed,无法保存 pip cache 设置。
settings.pip_cache.clear_title,清除 pip cache？
settings.pip_cache.clear_message,只删除已下载的 pip 缓存文件。\n不会移除已安装的 Python 包。\n如果缺少包，请使用 Repair runtime 或 Repair & Boot。
settings.pip_cache.clear_complete,pip cache 已清除。
settings.pip_cache.clear_failed,清除 pip cache 失败。\n{0}
setup.venv.title,Virtual Environment
setup.venv.description,用于隔离管理 ComfyUI 包的 Python 工作区。\n如果希望 Nexus 安全管理依赖，请创建它。
setup.venv.checking,正在检查 ComfyUI Python 环境...
setup.venv.requires_python,需要 Python Runtime。\nPython 准备好后，可在这里创建隔离的 .venv。\n首次设置通常需要 10-20 分钟，依赖项可能占用数 GB 空间。
setup.venv.keep_selected,已选择现有 .venv 作为服务器运行环境。
setup.venv.mode_selected,已选择 .venv 模式作为服务器运行环境。\n首次设置通常需要 10-20 分钟。\nComfyUI requirements 和 CUDA PyTorch 包可能占用数 GB 磁盘空间。
setup.venv.direct_active,Direct Python 模式已启用。服务器 Python：{0}。
setup.venv.direct_existing,检测到现有 .venv。\n建议 Reset 以获得干净设置；如果信任此环境，也可以保留。
setup.venv.direct_incomplete,现有 .venv 文件夹不完整。\n建议 Reset。
setup.venv.direct_missing,.venv 尚未创建。建议 Create。\n首次设置通常需要 10-20 分钟。\nComfyUI requirements 和 CUDA PyTorch 包可能占用数 GB 磁盘空间。
setup.venv.ready,.venv 已就绪。\nNexus 可以使用此隔离环境管理 ComfyUI 依赖。
setup.venv.incomplete,.venv 文件夹存在，但缺少 Scripts\python.exe。\nReset 会重新创建干净环境。\n首次设置通常需要 10-20 分钟。
setup.venv.missing,.venv 尚未创建。建议 Create。\n首次设置通常需要 10-20 分钟。\n高级用户可以继续使用 Direct Python。
setup.venv.launch_mode_updated,Python 启动模式已更新。
setup.venv.setup_failed,Python 环境设置失败：{0}
setup.venv.option_create,Create
setup.venv.option_create_description,创建隔离的 ComfyUI .venv。推荐大多数用户使用。
setup.venv.option_reset,Reset
setup.venv.option_reset_description,删除并重新创建 .venv，以获得干净设置。
setup.venv.option_reset_incomplete_description,删除并重新创建不完整的 .venv。
setup.venv.option_keep,Keep Existing
setup.venv.option_keep_description,按原样使用现有 .venv。
setup.pip_cache.title,pip cache
setup.pip_cache.description,控制 Nexus 托管 pip 下载/构建缓存的保存位置。\n不会改变已安装 Python 包的位置。
setup.pip_cache.unsupported_option,不支持的 pip cache 选项。
setup.pip_cache.invalid_folder,请选择有效的 pip cache 文件夹。
setup.pip_cache.details_pip_default,pip 自行选择缓存位置。\nNexus 不会为托管的 pip 命令设置 PIP_CACHE_DIR。
setup.pip_cache.details_nexus_default,Nexus default pip cache 已启用。
setup.pip_cache.details_custom,Custom pip cache 已启用。
setup.pip_cache.option_pip_default,pip default
setup.pip_cache.option_pip_default_description,让所选 Python 或 .venv 的 pip 自行选择缓存。
setup.pip_cache.option_nexus_default,Nexus default
setup.pip_cache.option_nexus_default_description,将 pip cache 存储在 LocalRuntime 下。
setup.pip_cache.option_custom,Custom
setup.pip_cache.option_custom_description,选择专用的 pip cache 文件夹。
setup.model_library.invalid_folder,请选择有效的模型库文件夹。
setup.model_library.already_connected_selected,所选模型库已连接。
setup.model_library.already_connected,此模型库已连接。
setup.model_library.option_connect,连接库
setup.model_library.option_replace,替换
setup.model_library.option_replace_indexed,替换库 {0}
setup.model_library.option_remove,移除
setup.model_library.option_remove_indexed,移除库 {0}
setup.model_library.option_add,添加库
setup.model_library.restart_hint,更改将在下次启动 ComfyUI 后生效。
setup.model_library.unavailable,一个或多个外部模型库不可用。
setup.model_library.needs_sync,需要同步外部模型库配置。
setup.status.label,状态
setup.status.pending,等待
setup.status.working,处理中
setup.status.ready,就绪
setup.status.setup,设置
setup.status.optional,可选
setup.status.missing,缺失
setup.status.error,错误
setup.status.probing,检测中...
setup.status.checking,检查中...
setup.status.installing,安装中...
setup.status.install,安装
setup.status.config,配置
setup.status.edit,编辑
setup.common.probing,正在检测系统环境...
setup.common.pending_detail,等待中...
setup.common.option_install_builtin,安装内置
setup.common.option_manual_selection,手动选择
setup.common.option_keep_next,保留现有（下一步）
setup.common.install_service_missing,安装服务尚未初始化。
setup.common.probe_failed,{0} 检测失败：{1}
setup.git.title,Git Core Engine
setup.git.description,用于同步 ComfyUI 和 custom nodes 的版本控制系统。
setup.git.system_detected,已检测到 System Git (v{0})。
setup.git.system_missing,未找到 System Git。需要安装内置版本。
setup.git.option_system,使用 System Git
setup.git.option_system_description,使用系统 Git v{0}。
setup.git.option_builtin_description,"安装隔离的 portable Git。"
setup.git.option_manual_description,手动定位 git.exe 路径。
setup.git.using_system,正在使用 System Git v{0}
setup.git.using_builtin,正在使用内置 Git v{0}
setup.git.custom_selected,已选择 Custom Git 路径。
setup.git.using_custom,正在使用 Custom Git：{0}
setup.git.system_unavailable,System Git 缺失或无法访问。请切换到 Built-in 模式或重新全局安装。
setup.git.install_service_missing,安装服务尚未初始化，当前阶段无法解压 Git 包。
setup.git.extract_success,Git 包已成功解压。
setup.git.extract_failed,解压 Git 失败：{0}
setup.python.title,Python Runtime
setup.python.description,用于执行 ComfyUI backend 的独立 Python 引擎。
setup.python.system_detected,已检测到 System Python (v{0})。
setup.python.system_missing,未找到 System Python。需要安装内置版本。
setup.python.option_system,使用 System Python
setup.python.option_system_description,使用系统 Python v{0}。
setup.python.option_builtin_description,安装隔离的 Python runtime。
setup.python.option_manual_description,手动定位 python.exe 路径。
setup.python.using_system,正在使用 System Python v{0}
setup.python.using_builtin,正在使用内置 Python v{0}
setup.python.custom_selected,已选择 Custom Python 路径。
setup.python.using_custom,正在使用 Custom Python：{0}
setup.python.system_unavailable,已选择 System Python，但不可用。请切换到 Built-in。
setup.python.install_success,Python runtime 已安装。
setup.python.install_failed,安装 Python runtime 失败：{0}
setup.comfy_core.title,ComfyUI Core & Venv
setup.comfy_core.description,主 backend 源代码和 Python virtual environment。
setup.comfy_core.ready_to_install,ComfyUI Core 和 .venv 已准备安装。
setup.comfy_core.option_default_path,使用默认路径
setup.comfy_core.option_custom_path,选择 Custom 路径
setup.comfy_core.recover_failed,恢复 ComfyUI Core 失败：{0}
setup.base_model.title,Base Model Checkpoint
setup.base_model.description,生成图像所需的默认 Stable Diffusion 模型。
setup.base_model.present,Base model 已存在。
setup.base_model.missing,缺少 Base model checkpoint。
setup.base_model.option_download,下载模型
setup.base_model.option_skip,暂时跳过
setup.base_model.skipped,已跳过 Base model 下载。
setup.base_model.download_success,Base model 已下载。
setup.base_model.download_failed,下载 Base model 失败：{0}
setup.extensions.title,ComfyUI Extensions
setup.extensions.description,运行 Nexus 所需的必要扩展。
setup.extensions.item_installed,{0}: 已安装
setup.extensions.item_pending,{0}: 等待安装
setup.extensions.check_failed,Extension 检查失败：{0}
setup.extensions.option_install,安装 Extensions
setup.extensions.prepare_success,托管 extensions 已准备好。Python 安装脚本将在服务器启动前运行。
setup.extensions.install_failed,安装 Manager/Extensions 失败：{0}
common.next,下一步
setup.action.launch_nexus,启动 NEXUS
setup.status.requirements_pending,必要项等待中
setup.console.recover_boot_title,修复 runtime 并启动？
setup.console.recover_boot_message,将同步 ComfyUI requirements，并为所选服务器 runtime 修复 CUDA PyTorch wheel。\n随后 Nexus 会启动服务器。可能需要几分钟。\n\n目标：{0}
setup.console.recover_boot,修复并启动
setup.console.state_standby,待机
setup.console.state_initializing,初始化中
setup.console.state_booting,启动中
setup.console.state_failed,失败
setup.console.state_online,在线
setup.console.badge_ready,就绪
setup.console.badge_boot,启动
setup.console.badge_fail,失败
setup.console.badge_live,在线
setup.console.preparing_detail,正在准备启动前 runtime 检查。
setup.console.standby_detail,已准备启动 ComfyUI backend。
setup.console.booting_detail,Backend process 正在启动。正在监视日志流和端口探测。
setup.console.failed_detail,启动流程失败。请查看 console log 后重试。
setup.console.online_detail,ComfyUI backend 可访问，已准备交给 Nexus。
setup.steps.welcome.title,开始
setup.steps.welcome.description,初始化 Nexus setup deck，并准备本地 command center。
setup.steps.core_link.title,Core Link 检查
setup.steps.core_link.description,初始化环境工具并准备本地 runtime 基础。
setup.steps.comfy_core.title,ComfyUI Core
setup.steps.comfy_core.description,下载或验证 ComfyUI core 包和 workspace 文件夹。
setup.steps.base_resources.title,Base Resources
setup.steps.base_resources.description,下载默认 Stable Diffusion checkpoint 和必要 asset。
setup.steps.manager.title,ComfyUI-Manager
setup.steps.manager.description,安装并验证用于维护命令的 manager extension。
setup.steps.hud_bridge.title,Nexus HUD Bridge
setup.steps.hud_bridge.description,修补 HUD bridge、native action relay 和内置 ComfyUI 集成。
setup.steps.dependencies.title,Dependencies
setup.steps.dependencies.description,修复已配置的 ComfyUI Python runtime 和 CUDA 包。
setup.steps.server.title,Server Standby
setup.steps.server.description,使用配置的服务器选项启动 ComfyUI，并等待本地端口。
setup.steps.launch.title,启动 Nexus
setup.steps.launch.description,服务器就绪后交给现有 WebView login sequence。
loading.bridge_online_title,Neural Bridge Online
loading.bridge_online_detail,ComfyUI 已响应 shell handshake。
loading.bridge_online_status,WELCOME TO NEXUS
loading.finalizing_title,正在完成工作区
loading.finalizing_detail,"正在挂载工具、同步 shell controls，并准备显示界面。"
loading.finalizing_status,PLEASE STAND BY // PREPARING WORKSPACE...
loading.comfy_unreachable_title,无法连接 ComfyUI Core
loading.comfy_unreachable_status,COMFYUI CORE UNREACHABLE // RETRYING...
loading.bridge_timeout_title,Bridge Handshake Timeout
